id,route,departure,destination,icao_location,classification,selection_code,text,criticality,score,reason
NOTAM_1_79883987,OKC_JFK,KOKC,KJFK,None,DOM,QOLAS,OBST TOWER LGT (ASR 1261588) 392857.70N0820411.90W (13.8NM SSE I86) 1184.7FT (299.9FT AGL) U/S,LOW,25,"Obstacle tower light outage at I86, not on KOKC-KJFK route"
NOTAM_1_79913256,OKC_JFK,KOKC,KJFK,KJRO,DOM,QOLAS,OBST TOWER LGT (ASR 1248685) 385549.50N0822742.50W (6.2NM ESE JRO) 1187.0FT (306.1FT AGL) U/S,LOW,25,"Obstacle tower light outage at JRO, not on KOKC-KJFK route"
NOTAM_1_79982862,OKC_JFK,KOKC,KJFK,KJRO,DOM,QOLAS,OBST TOWER LGT (ASR 1250358) 390739.80N0823324.90W (8.9NM NE JRO) 1208.0FT (312.0FT AGL) U/S,INFO,5,"Obstacle light outage at JRO, not on KOKC-KJFK route"
NOTAM_1_80100958,OKC_JFK,KOKC,KJFK,None,DOM,QOLAS,OBST TOWER LGT (ASR 1015434) 392953.00N0823548.00W (12.4NM NW 22I) 1423.9FT (299.9FT AGL) U/S,LOW,25,Obstacle tower light outage at small airport unrelated to KOKC-KJFK route
NOTAM_1_80175764,OKC_JFK,KOKC,KJFK,KLHQ,DOM,QOLAS,OBST TOWER LGT (ASR 1275991) 394541.40N0822659.90W (9.5NM E LHQ) 1312.0FT (311.0FT AGL) U/S,LOW,25,"Obstacle tower light outage at remote location, minimal flight safety impact."
NOTAM_1_80208936,OKC_JFK,KOKC,KJFK,KLHQ,DOM,QOLAS,OBST TOWER LGT (ASR 1203397) 393852.30N0824835.70W (9.6NM SW LHQ) 1339.2FT (265.1FT AGL) U/S,LOW,25,"Obstacle tower light outage at remote location, minimal flight safety impact."
NOTAM_1_80221112,OKC_JFK,KOKC,KJFK,None,DOM,QOLAS,OBST TOWER LGT (ASR 1247956) 395138.40N0821354.00W (10.3NM N I86) 1351.7FT (324.8FT AGL) U/S,LOW,25,"Obstacle tower light outage at I86, not on KOKC-KJFK route"
NOTAM_1_80248955,OKC_JFK,KOKC,KJFK,KJRO,DOM,QOLAS,OBST TOWER LGT (ASR 1240922) 390824.00N0823240.00W (9.7NM NE JRO) 1184.7FT (319.9FT AGL) U/S,INFO,5,"Obstacle light outage at remote location, no impact on KOKC-KJFK route."
NOTAM_1_80287908,OKC_JFK,KOKC,KJFK,None,DOM,QOLAS,OBST TOWER LGT (ASR 1309369) 393633.88N0820449.03W (7.3NM SE I86) 1227FT (307FT AGL) U/S,LOW,25,"Obstacle tower light outage at I86, not on KOKC-KJFK route."
NOTAM_1_80306156,OKC_JFK,KOKC,KJFK,KLHQ,DOM,QOLAS,OBST TOWER LGT (ASR 1290437) 393918.20N0823904.80W (6.1NM S LHQ) 1426.5FT (309.7FT AGL) U/S,LOW,25,"Obstacle tower light outage at remote location, minimal impact on KOKC-KJFK route."
NOTAM_1_80328035,OKC_JFK,KOKC,KJFK,None,DOM,QOLAS,OBST TOWER LGT (ASR 1248031) 391715.90N0823623.90W (8.1NM WSW 22I) 1169.0FT (311.0FT AGL) U/S,LOW,20,Obstacle tower light outage at small airport not on flight route.
NOTAM_1_79773294,OKC_JFK,KOKC,KJFK,KPKB,DOM,QOLAS,OBST TOWER LGT (ASN 2022-AGL-22685-OE) 393157N0813326W (12.5NM NNW PKB) 1236FT (260FT AGL) U/S,LOW,25,"Obstacle tower light outage at PKB, not on KOKC-KJFK route."
NOTAM_1_79992464,OKC_JFK,KOKC,KJFK,KPKB,DOM,QOLAS,OBST TOWER LGT (ASR 1017216) 391923.30N0813729.50W (8.7NM W PKB) 1339.9FT (503.9FT AGL) U/S,LOW,25,"Obstacle tower light outage at PKB, not on KOKC-KJFK route."
NOTAM_1_80052993,OKC_JFK,KOKC,KJFK,KPKB,DOM,QOLAS,OBST TOWER LGT (ASR 1041857) 391529.00N0813348.00W (7.8NM SW PKB) 983.9FT (253.9FT AGL) U/S,LOW,25,"Obstacle tower light outage at PKB, not on KOKC-KJFK route."
NOTAM_1_80235953,OKC_JFK,KOKC,KJFK,KPKB,DOM,QOLAS,OBST TOWER LGT (ASR 1327331) 391332.83N0813012.10W (7.8NM SSW PKB) 1053FT (310FT AGL) U/S,LOW,25,"Obstacle tower light outage at PKB, not on KOKC-KJFK route."
NOTAM_1_80260893,OKC_JFK,KOKC,KJFK,KPKB,DOM,QOLAS,OBST TOWER LGT (ASR 1238134) 390602.90N0813156.50W (15.4NM SSW PKB) 1331.7FT (280.8FT AGL) U/S,LOW,25,"Obstacle tower light outage at PKB, not on KOKC-KJFK route."
NOTAM_1_80274226,OKC_JFK,KOKC,KJFK,KPKB,DOM,QOLAS,OBST TOWER LGT (ASR 1034413) 392240.30N0811111.40W (11.9NM E PKB) 1410.1FT (250.0FT AGL) U/S,LOW,25,"Obstacle tower light outage at PKB, not on KOKC-KJFK route."
NOTAM_1_80311832,OKC_JFK,KOKC,KJFK,None,DOM,QOLAS,OBST TOWER LGT (ASN 2023-AGL-21494-OE) 393647N0813427W (10.8NM ESE I71) 1276FT (290FT AGL) U/S,LOW,25,"Obstacle tower light outage at I71, not on KOKC-KJFK route"
NOTAM_1_79996690,OKC_JFK,KOKC,KJFK,None,DOM,QOLAS,OBST TOWER LGT (ASR 1014834) 395152.00N0811032.60W (6.1NM NNW 4G5) 1544.0FT (231.0FT AGL) U/S,LOW,25,Obstacle tower light outage at small airport away from KOKC-KJFK route
NOTAM_1_80157522,OKC_JFK,KOKC,KJFK,KCDI,DOM,QOLAS,OBST TOWER LGT (ASR 1212872) 400736.70N0813321.40W (9.2NM NE CDI) 1348.1FT (310.0FT AGL) U/S,LOW,25,"Obstacle tower light outage at CDI, not on KOKC-KJFK route."
NOTAM_1_80250377,OKC_JFK,KOKC,KJFK,None,DOM,QOLAS,OBST TOWER LGT (ASN 2017-AGL-7172-OE) 393253N0811053W (14.4NM SSW 4G5) 1487FT (382FT AGL) U/S,INFO,5,Tower light outage at remote location unrelated to KOKC-KJFK flight path.
NOTAM_1_80271647,OKC_JFK,KOKC,KJFK,None,DOM,QOLAS,OBST TOWER LGT (ASR 1229038) 394239.40N0805211.80W (11.4NM ESE 4G5) 1607.0FT (256.9FT AGL) U/S,LOW,25,"Obstacle tower light outage at remote airport, no impact on KOKC-KJFK route."
NOTAM_1_80307496,OKC_JFK,KOKC,KJFK,None,DOM,QOLAS,OBST TOWER LGT (ASR 1229623) 393702.10N0805734.30W (11.7NM SE 4G5) 1527.9FT (254.9FT AGL) U/S,INFO,5,"Obstacle light outage at remote location, no impact on KOKC-KJFK route."
NOTAM_1_79129481,OKC_JFK,KOKC,KJFK,KHLG,DOM,QOLAS,OBST TOWER LGT (ASR 1054570) 400721.90N0802840.00W (8.3NM ESE HLG) 1353.0FT (225.1FT AGL) U/S,LOW,25,"Obstacle tower light outage at remote location, minimal impact on KOKC-KJFK route."
NOTAM_1_79190045,OKC_JFK,KOKC,KJFK,KMGW,DOM,QOLAS,OBST TOWER LGT (ASR 1059314) 394336.60N0800348.60W (8.3NM NW MGW) 1374.0FT (308.1FT AGL) U/S,LOW,25,"Obstacle tower light outage at remote location, minimal flight safety impact."
NOTAM_1_79323882,OKC_JFK,KOKC,KJFK,KHLG,DOM,QOLAS,OBST TOWER LGT (ASR 1215750) 400348.00N0803536.00W (7.1NM SSE HLG) 1617.1FT (314.0FT AGL) U/S,LOW,25,"Obstacle tower light outage at remote location, minimal impact on KOKC-KJFK route."
NOTAM_1_79662452,OKC_JFK,KOKC,KJFK,None,DOM,QOLAS,OBST TOWER LGT (ASR 1222483) 392135.70N0800258.70W (7.5NM SE 4G7) 1610.9FT (325.1FT AGL) U/S,INFO,5,"Obstacle light outage at remote location, no impact on KOKC-KJFK route."
NOTAM_1_80237828,OKC_JFK,KOKC,KJFK,None,DOM,QOLAS,OBST TOWER LGT (ASR 1222370) 392640.10N0793625.40W (11.8NM ESE 70D) 3271.0FT (273.0FT AGL) U/S,INFO,5,Obstacle light outage at remote location unrelated to KOKC-KJFK flight path.
NOTAM_1_80283395,OKC_JFK,KOKC,KJFK,KMGW,DOM,QOLAS,OBST TOWER LGT (ASR 1265801) 393944.30N0800359.70W (6.9NM W MGW) 1522.0FT (257.9FT AGL) U/S,LOW,25,"Obstacle tower light outage at MGW, not on KOKC-KJFK route"
NOTAM_1_80300036,OKC_JFK,KOKC,KJFK,KCKB,DOM,QOLAS,OBST TOWER LGT (ASR 1258592) 391856.30N0802034.40W (5.4NM W CKB) 1472.8FT (257.9FT AGL) U/S,LOW,25,"Obstacle tower light outage at CKB, not on KOKC-KJFK route"
NOTAM_1_80308170,OKC_JFK,KOKC,KJFK,KAFJ,DOM,QOLAS,OBST TOWER LGT (ASR 1290605) 400006.40N0802415.40W (9.7NM SSW AFJ) 1718.8FT (253.9FT AGL) U/S,LOW,25,"Obstacle tower light outage at AFJ, not on KOKC-KJFK route."
NOTAM_1_78998908,OKC_JFK,KOKC,KJFK,KVVS,DOM,QOLAS,OBST TOWER LGT (ASR 1030610) 400109.50N0794621.10W (6.4NM NW VVS) 1717.2FT (373.0FT AGL) U/S,LOW,25,"Obstacle tower light outage at VVS, not on KOKC-KJFK route"
NOTAM_1_79182652,OKC_JFK,KOKC,KJFK,KLBE,DOM,QOLAS,OBST TOWER LGT (ASR 1061993) 402524.00N0791948.00W (9.8NM NNE LBE) 1643.0FT (325.1FT AGL) U/S,LOW,25,"Obstacle tower light outage at remote location, minimal impact on KOKC-KJFK route."
NOTAM_1_79525436,OKC_JFK,KOKC,KJFK,None,DOM,QOLAS,OBST TOWER LGT (ASR 1026177) 401900.10N0800606.70W (6.0NM NW G05) 1568.9FT (372.0FT AGL) U/S,LOW,25,"Obstacle tower light outage at G05, not on KOKC-KJFK route"
NOTAM_1_79603023,OKC_JFK,KOKC,KJFK,KVVS,DOM,QOLAS,OBST TOWER LGT (ASR 1018212) 394730.50N0793216.50W (11.4NM SSE VVS) 2248.7FT (215.9FT AGL) U/S,LOW,25,"Obstacle tower light outage at VVS, not on KOKC-KJFK route."
NOTAM_1_80221934,OKC_JFK,KOKC,KJFK,KFWQ,DOM,QOLAS,OBST TOWER LGT (ASR 1027316) 400724.00N0795344.00W (6.0NM SSW FWQ) 1442.6FT (302.8FT AGL) U/S,LOW,25,"Obstacle tower light outage at remote location, minimal flight safety impact."
NOTAM_1_80286240,OKC_JFK,KOKC,KJFK,KVVS,DOM,QOLAS,OBST TOWER LGT (ASR 1025826) 394638.00N0793144.00W (12.4NM SSE VVS) 2555.1FT (315.0FT AGL) U/S,LOW,25,"Obstacle tower light outage at VVS, not on KOKC-KJFK route."
NOTAM_1_80324794,OKC_JFK,KOKC,KJFK,None,DOM,QOLAS,OBST TOWER LGT (ASR 1032363) 402805.50N0794711.70W (8.1NM N 31D) 1445.2FT (159.1FT AGL) U/S,LOW,20,"Obstacle tower light outage at small airport, not on KOKC-KJFK route."
NOTAM_1_79324997,OKC_JFK,KOKC,KJFK,None,DOM,QOLAS,OBST TOWER LGT (ASR 1204638) 395725.90N0785003.80W (9.6NM ESE 2G9) 2961.0FT (315.0FT AGL) U/S,LOW,25,"Obstacle tower light outage at remote location, not on flight path."
NOTAM_1_79670524,OKC_JFK,KOKC,KJFK,KCBE,DOM,QOLAS,OBST TOWER LGT (ASR 1260770) 394033.70N0785738.50W (9.8NM WNW CBE) 3185.7FT (303.8FT AGL) U/S,LOW,25,"Obstacle tower light outage at CBE, not on KOKC-KJFK route"
NOTAM_1_79722044,OKC_JFK,KOKC,KJFK,None,DOM,QOLAS,OBST TOWER LGT (ASN 2025-AEA-3713-OE) 395655N0790207W (5.5NM S 2G9) 2977FT (260FT AGL) U/S,LOW,25,Obstacle light outage at small airport unrelated to KOKC-KJFK route
NOTAM_1_79722130,OKC_JFK,KOKC,KJFK,KJST,DOM,QOLAS,OBST TOWER LGT (ASN 2025-AEA-2389-OE) 401638N0784342W (5.3NM ESE JST) 2826FT (260FT AGL) U/S,LOW,25,"Obstacle tower light outage near JST, not on KOKC-KJFK route."
NOTAM_1_80011219,OKC_JFK,KOKC,KJFK,KHMZ,DOM,QOLAS,OBST TOWER LGT (ASR 1239440) 400045.00N0784058.70W (9.0NM WSW HMZ) 1635.2FT (312.0FT AGL) U/S,LOW,25,"Obstacle tower light outage at remote location, minimal flight safety impact."
NOTAM_1_80012921,OKC_JFK,KOKC,KJFK,KJST,DOM,QOLAS,OBST TOWER LGT (ASR 1235110) 402545.30N0785958.50W (10.1NM NW JST) 1673.9FT (264.8FT AGL) U/S,LOW,25,"Obstacle tower light outage at remote location, minimal flight safety impact."
NOTAM_1_80019785,OKC_JFK,KOKC,KJFK,None,DOM,QOLAS,OBST TOWER LGT (ASR 1239092) 394707.60N0790430.70W (15.6NM S 2G9) 2699.1FT (311.0FT AGL) U/S,INFO,5,Obstacle light outage at remote location unrelated to KOKC-KJFK flight path.
NOTAM_1_80087070,OKC_JFK,KOKC,KJFK,None,DOM,QOLAS,OBST TOWER LGT (ASR 1289397) 395513.80N0784708.00W (12.6NM SE 2G9) 2726.7FT (253.9FT AGL) U/S,LOW,25,"Obstacle tower light outage at remote location, no impact on KOKC-KJFK route."
NOTAM_1_80158884,OKC_JFK,KOKC,KJFK,KJST,DOM,QOLAS,OBST TOWER LGT (ASR 1234653) 402323.70N0790539.80W (12.6NM WNW JST) 1755.9FT (355.0FT AGL) U/S,LOW,25,"Obstacle tower light outage at remote location, minimal flight impact."
NOTAM_1_80316170,OKC_JFK,KOKC,KJFK,KCBE,DOM,QOLAS,OBST TOWER LGT (ASR 1290505) 394443.00N0785949.30W (13.3NM NW CBE) 2836.0FT (254.9FT AGL) U/S,LOW,25,"Obstacle tower light outage at CBE, not on KOKC-KJFK route"
NOTAM_1_80316195,OKC_JFK,KOKC,KJFK,None,DOM,QOLAS,OBST TOWER LGT (ASR 1290051) 395311.50N0785157.10W (11.4NM SE 2G9) 2635.8FT (253.9FT AGL) U/S,LOW,25,"Obstacle tower light outage at remote location, no impact on KOKC-KJFK route."
NOTAM_1_79788327,OKC_JFK,KOKC,KJFK,None,DOM,QOLAS,OBST TOWER LGT (ASN 2021-AEA-9056-OE) 401041N0775146W (15.8NM NW N68) 1261FT (264FT AGL) U/S,INFO,5,Obstacle light outage at remote location unrelated to KOKC-KJFK flight path.
NOTAM_1_79997317,OKC_JFK,KOKC,KJFK,None,DOM,QOLAS,OBST TOWER LGT (ASR 1239442) 395921.80N0781520.50W (7.3NM NNE P17) 1617.1FT (309.1FT AGL) U/S,LOW,25,"Obstacle light outage at P17, not on KOKC-KJFK route or airports"
NOTAM_1_80081346,OKC_JFK,KOKC,KJFK,None,DOM,QOLAS,OBST TOWER LGT (ASR 1038844) 403243.60N0782806.50W (11.7NM WNW 6G6) 2786.7FT (288.1FT AGL) U/S,INFO,5,"Obstacle light outage at remote location, no impact on KOKC-KJFK route."
NOTAM_1_80157987,OKC_JFK,KOKC,KJFK,None,DOM,QOLAS,OBST TOWER LGT (ASN 2024-AEA-13958-OE) 402343N0780554W (7.2NM ESE 6G6) 1588FT (304FT AGL) U/S,INFO,5,Tower light outage at small airport unrelated to KOKC-KJFK route
NOTAM_1_80279174,OKC_JFK,KOKC,KJFK,None,DOM,QOLAS,OBST TOWER LGT (ASR 1026727) 394552.60N0781349.70W (5.2NM NW W35) 1269.0FT (419.9FT AGL) U/S,LOW,25,"Obstacle tower light outage at W35, not on KOKC-KJFK route."
NOTAM_1_80283468,OKC_JFK,KOKC,KJFK,None,DOM,QOLAS,OBST TOWER LGT (ASR 1224941) 395043.10N0773418.30W (8.3NM SSE N68) 1339.9FT (255.9FT AGL) U/S,LOW,25,"Obstacle tower light outage at N68, not on KOKC-KJFK route."
NOTAM_1_80312552,OKC_JFK,KOKC,KJFK,None,DOM,QOLAS,OBST TOWER LGT (ASR 1040496) 395911.00N0781558.00W (7.0NM NNE P17) 1609.9FT (321.9FT AGL) U/S,LOW,25,"Obstacle tower light outage at P17, not on KOKC-KJFK route"
NOTAM_1_80316760,OKC_JFK,KOKC,KJFK,None,DOM,QOLAS,OBST TOWER LGT (ASR 1032940) 400038.60N0780841.90W (10.9NM NE P17) 2617.1FT (310.0FT AGL) U/S,LOW,25,"Obstacle tower light outage at P17, not on KOKC-KJFK route"
NOTAM_1_79823360,OKC_JFK,KOKC,KJFK,KRVL,DOM,QOLAS,OBST TOWER LGT (ASR 1290977) 403748.10N0775422.50W (13.0NM WSW RVL) 1397.0FT (259.2FT AGL) U/S,LOW,25,"Obstacle tower light outage at remote location, minimal flight impact."
NOTAM_1_80309575,OKC_JFK,KOKC,KJFK,KCXY,DOM,QOLAS,OBST TOWER LGT (ASR 1030631) 401902.00N0765648.00W (7.4NM NW CXY) 1487.9FT (398.0FT AGL) U/S,LOW,25,"Obstacle tower light outage at remote location, minimal flight safety impact."
NOTAM_1_80311693,OKC_JFK,KOKC,KJFK,KCXY,DOM,QOLAS,OBST TOWER LGT (ASR 1024675) 401821.00N0765707.00W (7.0NM NW CXY) 878.0FT (408.1FT AGL) U/S,LOW,25,"Obstacle tower light outage 7NM from CXY, minimal impact on KOKC-KJFK route."
NOTAM_1_79151616,OKC_JFK,KOKC,KJFK,None,DOM,QOLAS,OBST TOWER LGT (ASR 1025751) 403230.30N0762407.00W (6.3NM NNE 9N7) 1082.0FT (309.1FT AGL) U/S,LOW,20,Obstacle light outage at small airport not on flight route.
NOTAM_1_79182687,OKC_JFK,KOKC,KJFK,KLNS,DOM,QOLAS,OBST TOWER LGT (ASR 1025522) 400233.50N0762314.40W (6.5NM SW LNS) 695.2FT (306.1FT AGL) U/S,LOW,25,"Obstacle light outage at LNS, not on KOKC-KJFK route path."
NOTAM_1_79890879,OKC_JFK,KOKC,KJFK,None,DOM,QOLAS,OBST TOWER LGT (ASR 1228058) 403533.10N0762434.30W (7.1NM ENE 74N) 889.1FT (225.1FT AGL) U/S,LOW,25,Obstacle tower light outage at small airport not on flight route.
NOTAM_1_80282318,OKC_JFK,KOKC,KJFK,None,DOM,QOLAS,OBST TOWER LGT (ASR 1000682) 400535.80N0760506.30W (6.2NM ENE S37) 737.2FT (289.0FT AGL) U/S,LOW,25,"Obstacle tower light outage at S37, not on KOKC-KJFK route"
NOTAM_1_80326121,OKC_JFK,KOKC,KJFK,None,DOM,QOLAS,OBST TOWER LGT (ASR 1026548) 395957.40N0764140.10W (5.7NM ESE 0P8) 1104.0FT (278.9FT AGL) U/S,INFO,5,Obstacle light outage at small airport unrelated to KOKC-KJFK route
NOTAM_1_79996334,OKC_JFK,KOKC,KJFK,KZER,DOM,QOLAS,OBST TOWER LGT (ASR 1231173) 403947.30N0762904.80W (5.7NM WSW ZER) 1269.0FT (232.0FT AGL) U/S,LOW,25,"Obstacle tower light outage at remote location, minimal flight safety impact."
NOTAM_1_80159228,OKC_JFK,KOKC,KJFK,KZER,DOM,QOLAS,OBST TOWER LGT (ASR 1245586) 404233.30N0760607.30W (12.3NM E ZER) 1514.8FT (214.9FT AGL) U/S,LOW,25,"Obstacle tower light outage 12.3NM from ZER, minimal impact on KOKC-KJFK route"
NOTAM_1_80313118,OKC_JFK,KOKC,KJFK,KRDG,DOM,QOLAS,OBST TOWER LGT (ASR 1219584) 401411.50N0755441.50W (8.9NM SSE RDG) 710.0FT (200.1FT AGL) U/S,LOW,25,"Obstacle tower light outage at RDG, not on KOKC-KJFK route."
NOTAM_1_79807568,OKC_JFK,KOKC,KJFK,None,DOM,QOLAS,OBST TOWER LGT (ASR 1295170) 405303.80N0751540.60W (8.6NM N N43) 2013.8FT (329.7FT AGL) U/S,LOW,25,"Obstacle tower light outage at N43, not on KOKC-KJFK route."
NOTAM_1_79833418,OKC_JFK,KOKC,KJFK,None,DOM,QOLAS,OBST TOWER LGT (ASR 1249714) 405254.30N0752820.40W (7.7NM ENE 14N) 1209.0FT (228.0FT AGL) U/S,LOW,25,Obstacle tower light outage at small airport not on flight route.
NOTAM_1_79912269,OKC_JFK,KOKC,KJFK,None,DOM,QOLAS,OBST TOWER LGT (ASR 1228961) 402816.00N0744338.00W (5.3NM NW 39N) 768.7FT (211.0FT AGL) U/S,LOW,25,Obstacle tower light outage at small airport not on flight route.
NOTAM_1_79226638,OKC_JFK,KOKC,KJFK,KLDJ,DOM,QOLAS,OBST TOWER LGT (ASR 1207529) 402852.10N0741753.50W (8.7NM SSW LDJ) 330.1FT (191.9FT AGL) U/S,LOW,25,"Obstacle tower light outage at remote location, minimal flight impact."
NOTAM_1_80223860,OKC_JFK,KOKC,KJFK,KLDJ,DOM,QOLAS,OBST TOWER LGT (ASR 1057416) 402840.00N0741800.00W (8.9NM SSW LDJ) 410.1FT (278.9FT AGL) U/S,LOW,25,"Obstacle tower light outage at remote location, minimal flight safety impact."
NOTAM_1_80244126,OKC_JFK,KOKC,KJFK,KBLM,DOM,QOLAS,OBST TOWER LGT (ASR 1231692) 401610.40N0740417.50W (5.6NM NNE BLM) 304.1FT (204.1FT AGL) U/S,LOW,25,"Obstacle tower light outage at remote location, minimal flight safety impact."
NOTAM_1_80050848,OKC_JFK,KOKC,KJFK,None,DOM,QOLAS,OBST TOWER LGT (ASR 1048672) 405739.00N0735521.00W (8.4NM NW 6N6) 945.2FT (425.2FT AGL) U/S,LOW,25,Obstacle tower light outage at small airport unrelated to flight route.
NOTAM_1_80085332,OKC_JFK,KOKC,KJFK,KFRG,DOM,QOLAS,OBST TOWER LGT (ASR 1006408) 404918.10N0732847.70W (6.3NM NNW FRG) 562.0FT (294.9FT AGL) U/S,LOW,25,"Obstacle tower light outage at FRG, not on flight route KOKC-KJFK."
NOTAM_1_80096621,OKC_JFK,KOKC,KJFK,KFRG,DOM,QOLAS,OBST TOWER LGT (ASR 1056734) 404808.70N0731710.30W (7.3NM NE FRG) 423.2FT (325.1FT AGL) U/S,LOW,25,"Obstacle tower light outage at FRG, not on flight route KOKC-KJFK."
NOTAM_1_80155102,OKC_JFK,KOKC,KJFK,None,DOM,QOLAS,OBST TOWER LGT (ASR 1005533) 404822.20N0733833.20W (8.1NM ESE 6N6) 479.0FT (294.0FT AGL) U/S,LOW,25,"Obstacle tower light outage at small airport, not on flight route."
NOTAM_1_80221589,OKC_JFK,KOKC,KJFK,None,DOM,QOLAS,OBST TOWER LGT (ASR 1007346) 405555.00N0735145.00W (5.6NM NNW 6N6) 594.8FT (315.0FT AGL) U/S,LOW,25,Obstacle tower light outage at small airport not on flight route.
NOTAM_1_36311273,OKC_JFK,KOKC,KJFK,KZFW,FDC,None,"TX.. FLIGHT RESTRICTION. DALLAS, TEXAS.    PURSUANT TO 49 USC 40103(B), THE FEDERAL AVIATION ADMINISTRATION  (FAA) CLASSIFIES THE AIRSPACE DEFINED IN THIS NOTAM AS 'NATIONAL  DEFENSE AIRSPACE'. ANY PERSON WHO KNOWINGLY OR WILLFULLY VIOLATES  THE RULES CONCERNING OPERATIONS IN THIS AIRSPACE MAY BE SUBJECT TO  CERTAIN CRIMINAL PENALTIES UNDER 49 USC 46307.  PILOTS WHO DO NOT  ADHERE TO THE FOLLOWING PROCEDURES MAY BE INTERCEPTED, DETAINED  AND INTERVIEWED BY LAW ENFORCEMENT/SECURITY PERSONNEL.  PURSUANT  TO TITLE 14, SECTION 91.141 OF THE CODE OF FEDERAL REGULATIONS,  AIRCRAFT FLIGHT OPERATIONS ARE PROHIBITED WITHIN THE FOLLOWING  AREA(S) UNLESS OTHERWISE AUTHORIZED BY ATC     WITHIN A 1 NMR OF 325321N/0964835W OR THE CVE085004.8 UP TO AND  INCLUDING 1500 FT AGL EFFECTIVE IMMEDIATELY UNTIL FURTHER NOTICE.",HIGH,95,National Defense Airspace prohibition near Dallas affects potential routing between KOKC and KJFK.
NOTAM_1_71989315,OKC_JFK,KOKC,KJFK,KZFW,FDC,None,"AR..ROUTE ZFW. V278 WEEBR, AR TO WARLO, AR MEA 4000. V278 WARLO, AR TO HAMPT, AR NA EXCEPT FOR ACFT EQUIPPED WITH SUITABLE RNAV SYSTEM WITH GPS. TXK VOR UNUSABLE. 2404021424-2604021424EST",HIGH,85,Route MEA change and VOR unusable affects navigation on potential flight path.
NOTAM_1_71989519,OKC_JFK,KOKC,KJFK,KZFW,INTL,QXXXX,"ZFW AR..ROUTE ZFW. V278 WEEBR, AR TO WARLO, AR MEA 4000. V278 WARLO, AR TO HAMPT, AR NA EXCEPT FOR ACFT EQUIPPED WITH SUITABLE RNAV SYSTEM WITH GPS. TXK VOR UNUSABLE.",HIGH,85,Route V278 MEA change and navigation restrictions directly impact flight planning and safety.
NOTAM_1_72632133,OKC_JFK,KOKC,KJFK,KZKC,FDC,None,"OK..ROUTE ZKC. V280 MITBEE (MMB) VORTAC, OK R-015 TO CARKO INT, KS MEA 4100. 2406031559-2606031559EST",HIGH,85,MEA change on V280 airway directly affects minimum safe altitude for flight operations.
NOTAM_1_72632161,OKC_JFK,KOKC,KJFK,KZFW,FDC,None,"TX..ROUTE ZFW. V68 JOKES, TX TO STEEP, TX MOCA 4400. 2406031602-2606031602EST",HIGH,85,MOCA change on V68 airway affects minimum safe altitude for navigation.
NOTAM_1_72632209,OKC_JFK,KOKC,KJFK,KZFW,INTL,QXXXX,"ZFW TX..ROUTE ZFW. V68 JOKES, TX TO STEEP, TX MOCA 4400.",MEDIUM,50,MOCA change on V68 airway affects minimum altitude requirements for navigation safety.
NOTAM_1_72632210,OKC_JFK,KOKC,KJFK,KZKC,INTL,QXXXX,"ZKC OK..ROUTE ZKC. V280 MITBEE (MMB) VORTAC, OK R-015 TO CARKO INT, KS MEA 4100.",HIGH,85,MEA change on V280 airway directly affects minimum safe altitude for flight operations.
NOTAM_1_73981597,OKC_JFK,KOKC,KJFK,KZFW,FDC,None,"ROUTE ZFW. J50 ABILENE (ABI) VORTAC, TX TO WACO (ACT) VORTAC, TX COP 106 NM FROM ABI VOR AND 35 NM FROM ACT VOR. MEA 20000. ACT VOR R-282 UNUSABLE BEYOND 40 NM. 2410171149-2610171149EST",HIGH,85,MEA change to 20000 feet on J50 route affects flight planning and fuel requirements.
NOTAM_1_73981621,OKC_JFK,KOKC,KJFK,KZFW,INTL,QXXXX,"ZFW ROUTE ZFW. J50 ABILENE (ABI) VORTAC, TX TO WACO (ACT) VORTAC, TX COP 106 NM FROM ABI VOR AND 35 NM FROM ACT VOR. MEA 20000. ACT VOR R-282 UNUSABLE BEYOND 40 NM.",HIGH,85,MEA change and VOR unusability directly affects route navigation safety
NOTAM_1_74204839,OKC_JFK,KOKC,KJFK,KZFW,FDC,None,"LA..ROUTE ZFW. V18 MONROE (MLU) VORTAC, LA R-277 TO COP NA. MLU VORTAC R-277 UNUSABLE. 2411071408-2611061408EST",HIGH,85,V18 route component unusable affecting potential navigation on KOKC-KJFK routing
NOTAM_1_74204875,OKC_JFK,KOKC,KJFK,KZFW,INTL,QXXXX,"ZFW LA..ROUTE ZFW. V18 MONROE (MLU) VORTAC, LA R-277 TO COP NA. MLU VORTAC R-277 UNUSABLE.",HIGH,85,VOR radial unusable affects V18 airway navigation on potential route
NOTAM_1_74958226,OKC_JFK,KOKC,KJFK,KZFW,FDC,None,"ROUTE ZFW. V94 GREGG COUNTY (GGG) VORTAC, TX TO ELM GROVE (EMG) VORTAC, LA MEA 2100. 2501072136-2701072136EST",HIGH,85,MEA change on V94 airway affects minimum safe altitude for flight operations.
NOTAM_1_74958243,OKC_JFK,KOKC,KJFK,KZFW,INTL,QXXXX,"ZFW ROUTE ZFW. V94 GREGG COUNTY (GGG) VORTAC, TX TO ELM GROVE (EMG) VORTAC, LA MEA 2100.",HIGH,85,MEA change on V94 airway affects minimum safe altitude for navigation.
